Unnamed: 0,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
8229,SpiceJet,24/03/2024,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:15,5h 20m,1 stop,No Info,9055.9
8230,SpiceJet,9/06/2024,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,6h 20m,1 stop,No Info,5352.45
8231,Multiple carriers,3/03/2024,Delhi,Cochin,DEL → HYD → COK,09:45,16:10,6h 25m,1 stop,No Info,9575.25
8232,Air India,6/03/2024,Mumbai,Hyderabad,BOM → AMD → ISK → HYD,17:20,14:50,2h 30m,2 stops,No Info,10176.199999999999
8233,Multiple carriers,9/06/2024,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1 stop,No Info,11548.949999999999
8234,IndiGo,3/06/2024,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No Info,4083.4
8235,Air India,1/05/2024,Kolkata,Banglore,CCU → BOM → HBX → BLR,09:25,18:20,8h 55m,2 stops,No Info,7111.099999999999
8236,Air India,18/05/2024,Kolkata,Banglore,CCU → BOM → BLR,09:25,07:55 19 May,22h 30m,1 stop,No Info,7111.099999999999
8237,Air India,18/05/2024,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,21:50,13h 30m,2 stops,No Info,9092.449999999999
8238,Jet Airways,21/05/2024,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No Info,12859.65
8239,IndiGo,18/05/2024,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No Info,3279.2999999999997
8240,Jet Airways,6/04/2024,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No Info,6144.65
8241,IndiGo,27/04/2024,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No Info,5896.45
8242,Jet Airways,24/06/2024,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,No Info,12506.9
8243,Jet Airways,15/03/2024,Banglore,New Delhi,BLR → BOM → DEL,05:45,16:10,10h 25m,1 stop,In-flight meal not included,7763.9
8244,Jet Airways,3/06/2024,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1 stop,In-flight meal not included,8990.449999999999
8245,Jet Airways,6/05/2024,Kolkata,Banglore,CCU → BOM → BLR,20:00,10:05 07 May,14h 5m,1 stop,No Info,12229.8
8246,Air India,12/06/2024,Delhi,Cochin,DEL → BLR → COK,13:30,08:15 13 Jun,18h 45m,1 stop,No Info,7642.349999999999
8247,Air India,27/05/2024,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 28 May,30h 20m,2 stops,No Info,10570.6
8248,Air India,12/03/2024,Banglore,New Delhi,BLR → BOM → BHO → DEL,06:45,09:25 13 Mar,26h 40m,2 stops,No Info,10637.75
8249,SpiceJet,15/06/2024,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,6h 20m,1 stop,No Info,4745.55
8250,Air India,9/03/2024,Delhi,Cochin,DEL → BOM → COK,23:00,07:40 10 Mar,8h 40m,1 stop,No Info,9214.0
8251,Jet Airways,27/06/2024,Delhi,Cochin,DEL → ATQ → BOM → COK,12:15,12:35 28 Jun,24h 20m,2 stops,No Info,12155.0
8252,SpiceJet,18/04/2024,Banglore,Delhi,BLR → DEL,21:10,00:05 19 Apr,2h 55m,non-stop,No check-in baggage included,4687.75
8253,Jet Airways,15/05/2024,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1 stop,In-flight meal not included,9217.4
8254,Jet Airways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,16:55,09:15 25 Mar,16h 20m,1 stop,In-flight meal not included,9463.9
8255,Air India,24/04/2024,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No Info,5202.849999999999
8256,Air India,21/05/2024,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,07:55 22 May,19h 55m,2 stops,No Info,9074.6
8257,Jet Airways,1/05/2024,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,No Info,12563.85
8258,Jet Airways,6/04/2024,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,3862.4
8259,GoAir,6/04/2024,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No Info,3937.2
8260,Jet Airways,21/03/2024,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,04:25 23 Mar,33h 15m,2 stops,No Info,9289.65
8261,Air Asia,21/04/2024,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No Info,3747.65
8262,SpiceJet,1/05/2024,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No Info,3292.0499999999997
8263,Jet Airways,27/05/2024,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,3425.5
8264,Air Asia,9/05/2024,Kolkata,Banglore,CCU → BLR,22:50,01:20 10 May,2h 30m,non-stop,No Info,3235.95
8265,Air India,12/05/2024,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20 13 May,15h 20m,2 stops,No Info,10319.0
8266,SpiceJet,6/03/2024,Kolkata,Banglore,CCU → BLR,09:00,11:30,2h 30m,non-stop,No Info,3481.6
8267,Jet Airways,15/06/2024,Delhi,Cochin,DEL → ATQ → BOM → COK,18:20,12:35 16 Jun,18h 15m,2 stops,No Info,12155.0
8268,Multiple carriers,27/06/2024,Delhi,Cochin,DEL → BOM → COK,11:40,21:00,9h 20m,1 stop,In-flight meal not included,5105.95
8269,IndiGo,1/04/2024,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No Info,3547.9
8270,SpiceJet,21/06/2024,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No Info,3057.45
8271,Air India,24/06/2024,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,19:15,7h 15m,2 stops,No Info,8115.8
8272,Air India,15/03/2024,Banglore,New Delhi,BLR → BOM → DEL,08:50,15:15,6h 25m,1 stop,No Info,7406.9
8273,Vistara,12/06/2024,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:20 13 Jun,27h 20m,1 stop,No Info,6872.25
8274,Jet Airways,3/06/2024,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 04 Jun,8h 55m,2 stops,In-flight meal not included,8812.8
8275,Air India,27/06/2024,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25 28 Jun,26h 20m,2 stops,No Info,9328.75
8276,Multiple carriers,9/05/2024,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No Info,6519.5
8277,Multiple carriers,15/05/2024,Delhi,Cochin,DEL → BOM → COK,18:00,01:30 16 May,7h 30m,1 stop,No Info,6862.05
8278,Jet Airways,12/03/2024,Banglore,New Delhi,BLR → BOM → DEL,22:55,10:45 13 Mar,11h 50m,1 stop,No Info,11744.449999999999
8279,IndiGo,9/04/2024,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No Info,3037.9
8280,Jet Airways,9/05/2024,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 10 May,6h 35m,1 stop,No Info,13220.9
8281,Air India,27/03/2024,Delhi,Cochin,DEL → BOM → COK,21:00,19:15 28 Mar,22h 15m,1 stop,No Info,5688.2
8282,SpiceJet,15/06/2024,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 16 Jun,1h 30m,non-stop,No check-in baggage included,1670.25
8283,IndiGo,24/06/2024,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1h 35m,non-stop,No Info,1892.95
8284,IndiGo,9/06/2024,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No Info,3057.45
8285,Jet Airways,6/06/2024,Delhi,Cochin,DEL → BOM → COK,14:00,04:25 07 Jun,14h 25m,1 stop,No Info,12506.9
8286,SpiceJet,9/03/2024,Kolkata,Banglore,CCU → BLR,17:15,19:45,2h 30m,non-stop,No Info,3928.7
8287,Jet Airways,1/05/2024,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 02 May,22h 55m,2 stops,No Info,12859.65
8288,IndiGo,15/06/2024,Chennai,Kolkata,MAA → CCU,22:05,00:25 16 Jun,2h 20m,non-stop,No Info,4485.45
8289,Multiple carriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,09:00,18:50,9h 50m,1 stop,No Info,9916.949999999999
8290,Jet Airways,9/06/2024,Kolkata,Banglore,CCU → DEL → BLR,17:00,19:10 10 Jun,26h 10m,1 stop,In-flight meal not included,8958.15
8291,Jet Airways,9/05/2024,Kolkata,Banglore,CCU → DEL → BLR,20:25,14:25 10 May,18h,1 stop,No Info,9746.949999999999
8292,Air India,12/06/2024,Delhi,Cochin,DEL → MAA → COK,17:20,09:25 13 Jun,16h 5m,1 stop,No Info,6358.0
8293,GoAir,24/04/2024,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No Info,2906.15
8294,IndiGo,27/06/2024,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 28 Jun,14h 55m,1 stop,No Info,4831.4
8295,IndiGo,12/06/2024,Kolkata,Banglore,CCU → NAG → BLR,18:05,23:30,5h 25m,1 stop,No Info,5285.3
8296,Jet Airways,12/06/2024,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40 13 Jun,8h 40m,1 stop,In-flight meal not included,5915.15
8297,Vistara,12/06/2024,Banglore,Delhi,BLR → DEL,19:30,22:15,2h 45m,non-stop,No Info,4146.3
8298,Air India,1/04/2024,Kolkata,Banglore,CCU → DEL → AMD → BLR,07:00,05:25 02 Apr,22h 25m,2 stops,No Info,10386.15
8299,Jet Airways,21/05/2024,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 22 May,13h 20m,1 stop,In-flight meal not included,10526.4
8300,Jet Airways,15/06/2024,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,6121.7
8301,SpiceJet,1/06/2024,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No Info,3547.9
8302,Air India,12/05/2024,Mumbai,Hyderabad,BOM → HYD,15:00,16:25,1h 25m,non-stop,No Info,2635.0
8303,Jet Airways,21/03/2024,Banglore,New Delhi,BLR → BOM → DEL,08:55,15:15,6h 20m,1 stop,In-flight meal not included,6657.2
8304,Multiple carriers,9/06/2024,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7h 35m,1 stop,No Info,5714.55
8305,Air India,6/06/2024,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,07:55 07 Jun,23h 35m,2 stops,No Info,9092.449999999999
8306,SpiceJet,1/06/2024,Kolkata,Banglore,CCU → BLR,22:20,00:40 02 Jun,2h 20m,non-stop,No check-in baggage included,3264.85
8307,Air India,1/04/2024,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,12:00 02 Apr,19h 15m,2 stops,No Info,8432.0
8308,IndiGo,01/03/2024,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No Info,10751.65
8309,IndiGo,6/06/2024,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9h 35m,1 stop,No Info,5179.05
8310,Jet Airways,27/05/2024,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 28 May,22h 55m,2 stops,No Info,12859.65
8311,Jet Airways,27/04/2024,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,3862.4
8312,Air India,27/03/2024,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No Info,4394.5
8313,IndiGo,9/06/2024,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No Info,2340.9
8314,Air India,12/06/2024,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No Info,2635.0
8315,Air India,1/04/2024,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,23:15 02 Apr,30h 30m,2 stops,No Info,7851.45
8316,Multiple carriers,15/06/2024,Delhi,Cochin,DEL → BOM → COK,13:00,01:30 16 Jun,12h 30m,1 stop,No Info,6118.3
8317,Jet Airways,1/06/2024,Delhi,Cochin,DEL → BOM → COK,11:30,12:35 02 Jun,25h 5m,1 stop,In-flight meal not included,8722.699999999999
8318,SpiceJet,27/03/2024,Delhi,Cochin,DEL → MAA → COK,15:55,21:55,6h,1 stop,No Info,4344.349999999999
8319,Air India,27/06/2024,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 28 Jun,21h 15m,2 stops,No Info,8874.85
8320,Multiple carriers,1/06/2024,Delhi,Cochin,DEL → BOM → COK,08:45,19:15,10h 30m,1 stop,No Info,8721.85
8321,IndiGo,9/03/2024,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No Info,5352.45
8322,Multiple carriers,15/06/2024,Delhi,Cochin,DEL → BOM → COK,03:50,19:00,15h 10m,1 stop,No Info,10363.199999999999
8323,IndiGo,15/06/2024,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No Info,3351.5499999999997
8324,Jet Airways,27/05/2024,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,No Info,13832.9
8325,Jet Airways,21/05/2024,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5h 30m,1 stop,In-flight meal not included,10963.3
8326,SpiceJet,15/05/2024,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No Info,2814.35
8327,Multiple carriers,21/05/2024,Delhi,Cochin,DEL → BOM → COK,04:55,12:35,7h 40m,1 stop,No Info,7737.55
8328,IndiGo,15/03/2024,Kolkata,Banglore,CCU → BLR,22:10,00:55 16 Mar,2h 45m,non-stop,No Info,3525.7999999999997
8329,IndiGo,9/06/2024,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No Info,4440.4
8330,IndiGo,9/05/2024,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No Info,4083.4
8331,IndiGo,6/06/2024,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No Info,3057.45
8332,IndiGo,27/06/2024,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No Info,4083.4
8333,Jet Airways,6/05/2024,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4245.75
8334,SpiceJet,9/04/2024,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No Info,3292.0499999999997
8335,Jet Airways,1/06/2024,Delhi,Cochin,DEL → BOM → COK,15:00,04:25 02 Jun,13h 25m,1 stop,In-flight meal not included,8722.699999999999
8336,Jet Airways,18/06/2024,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,2728.5
8337,GoAir,9/06/2024,Delhi,Cochin,DEL → HYD → COK,07:30,13:35,6h 5m,1 stop,No Info,5334.599999999999
8338,Jet Airways,09/03/2024,Banglore,New Delhi,BLR → BOM → DEL,21:25,08:15 13 Mar,10h 50m,1 stop,In-flight meal not included,7763.9
8339,Jet Airways,12/03/2024,Banglore,New Delhi,BLR → BOM → DEL,18:55,13:15 13 Mar,18h 20m,1 stop,In-flight meal not included,9423.949999999999
8340,Jet Airways,1/05/2024,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40 02 May,14h 35m,1 stop,No Info,11849.85
8341,Air India,3/06/2024,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No Info,4420.849999999999
8342,IndiGo,24/04/2024,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11h 5m,1 stop,No Info,5245.349999999999
8343,Air Asia,1/03/2024,Kolkata,Banglore,CCU → BLR,19:35,22:05,2h 30m,non-stop,No Info,5069.4
8344,Jet Airways,27/05/2024,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00 28 May,23h 50m,2 stops,No Info,12859.65
8345,Jet Airways,18/05/2024,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 19 May,26h 55m,2 stops,In-flight meal not included,11074.65
8346,Jet Airways,27/05/2024,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,3425.5
8347,GoAir,18/05/2024,Kolkata,Banglore,CCU → AMD → BLR,16:40,00:15 19 May,7h 35m,1 stop,No Info,8998.1
8348,Air India,6/03/2024,Mumbai,Hyderabad,BOM → JAI → DEL → HYD,11:35,19:25 07 Mar,31h 50m,2 stops,No Info,15237.1
8349,Jet Airways,6/06/2024,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,No Info,8129.4
8350,Jet Airways,15/05/2024,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,No Info,7101.75
8351,Multiple carriers,6/06/2024,Delhi,Cochin,DEL → BOM → COK,10:20,01:30 07 Jun,15h 10m,1 stop,No Info,5775.75
8352,Air India,15/05/2024,Delhi,Cochin,DEL → BLR → COK,13:30,08:15 16 May,18h 45m,1 stop,No Info,9070.35
8353,Air India,27/03/2024,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,07:40 28 Mar,18h 20m,2 stops,No Info,8651.3
8354,Vistara,12/06/2024,Kolkata,Banglore,CCU → DEL → BLR,07:10,09:05 13 Jun,25h 55m,1 stop,No Info,6737.95
8355,Air India,18/05/2024,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No Info,2635.0
8356,Air India,6/03/2024,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 07 Mar,23h 30m,2 stops,No Info,10749.1
8357,IndiGo,6/03/2024,Delhi,Cochin,DEL → BLR → COK,05:05,10:05,5h,1 stop,No Info,6709.9
8358,IndiGo,24/06/2024,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No Info,3351.5499999999997
8359,Multiple carriers,9/05/2024,Delhi,Cochin,DEL → BOM → COK,11:25,19:15,7h 50m,1 stop,No Info,6438.75
8360,Jet Airways,6/03/2024,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,19:45 07 Mar,38h 20m,2 stops,No Info,14376.9
8361,Vistara,24/06/2024,Delhi,Cochin,DEL → COK,14:40,17:50,3h 10m,non-stop,No Info,5283.599999999999
8362,IndiGo,21/05/2024,Delhi,Cochin,DEL → BLR → COK,17:05,22:15,5h 10m,1 stop,No Info,5224.95
8363,IndiGo,15/05/2024,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 16 May,8h,1 stop,No Info,5932.15
8364,Air India,27/05/2024,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No Info,5179.9
8365,Jet Airways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,20:50,04:25 28 Mar,7h 35m,1 stop,No Info,10405.699999999999
8366,Air India,12/06/2024,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,21:50,9h 50m,2 stops,No Info,8003.599999999999
8367,Air India,21/03/2024,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25 22 Mar,20h 10m,2 stops,No Info,6040.95
8368,Jet Airways,9/06/2024,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,19:00 10 Jun,21h 35m,2 stops,No Info,11298.199999999999
8369,IndiGo,3/03/2024,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No Info,6200.75
8370,IndiGo,18/04/2024,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No Info,3759.5499999999997
8371,IndiGo,24/03/2024,Banglore,New Delhi,BLR → DEL,23:30,02:20 28 Mar,2h 50m,non-stop,No Info,4839.9
8372,Jet Airways,24/03/2024,Banglore,New Delhi,BLR → BOM → DEL,05:45,10:25,4h 40m,1 stop,In-flight meal not included,6924.95
8373,Multiple carriers,27/05/2024,Delhi,Cochin,DEL → BOM → COK,13:00,01:30 28 May,12h 30m,1 stop,No Info,11370.449999999999
8374,Jet Airways,06/03/2024,Banglore,New Delhi,BLR → BOM → DEL,14:05,00:45 07 Mar,10h 40m,1 stop,In-flight meal not included,11476.699999999999
8375,Jet Airways,9/03/2024,Delhi,Cochin,DEL → BHO → BOM → COK,05:40,04:25 10 Mar,22h 45m,2 stops,In-flight meal not included,11699.4
8376,Jet Airways,6/06/2024,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:45 07 Jun,16h 45m,1 stop,No Info,10788.199999999999
8377,IndiGo,18/05/2024,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No Info,4083.4
8378,Jet Airways,1/04/2024,Kolkata,Banglore,CCU → BOM → BLR,08:25,09:20 02 Apr,24h 55m,1 stop,In-flight meal not included,6004.4
8379,Jet Airways,24/06/2024,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5h 30m,1 stop,No Info,12685.4
8380,IndiGo,1/03/2024,Kolkata,Banglore,CCU → BLR,15:20,17:55,2h 35m,non-stop,No Info,5580.25
8381,Air India,18/05/2024,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 19 May,26h 35m,2 stops,No Info,8383.55
8382,IndiGo,6/03/2024,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No Info,6566.25
8383,Air India,15/05/2024,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 16 May,21h 15m,2 stops,No Info,9588.85
8384,Jet Airways,21/05/2024,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,2728.5
8385,Air India,1/05/2024,Kolkata,Banglore,CCU → HYD → BLR,19:00,04:40 02 May,9h 40m,1 stop,No Info,5199.45
8386,Jet Airways,24/06/2024,Delhi,Cochin,DEL → BOM → COK,16:00,04:25 25 Jun,12h 25m,1 stop,In-flight meal not included,8722.699999999999
8387,IndiGo,1/04/2024,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No Info,3351.5499999999997
8388,Jet Airways,12/06/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40 13 Jun,9h 45m,1 stop,No Info,10689.6
8389,Air Asia,21/04/2024,Delhi,Cochin,DEL → BLR → COK,07:55,13:25,5h 30m,1 stop,No Info,6334.2
8390,Jet Airways,1/05/2024,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,No Info,12563.85
8391,Air India,12/06/2024,Kolkata,Banglore,CCU → BBI → BLR,09:10,13:15,4h 5m,1 stop,No Info,7646.599999999999
8392,Air India,6/03/2024,Delhi,Cochin,DEL → BLR → COK,13:30,08:15 07 Mar,18h 45m,1 stop,No Info,9828.55
8393,IndiGo,09/03/2024,Banglore,New Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No Info,4060.45
8394,IndiGo,9/04/2024,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No Info,3547.9
8395,SpiceJet,6/06/2024,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3264.85
8396,Jet Airways,24/06/2024,Delhi,Cochin,DEL → ATQ → BOM → COK,18:20,04:25 25 Jun,10h 5m,2 stops,No Info,11708.75
8397,Air India,27/03/2024,Delhi,Cochin,DEL → MAA → COK,17:20,09:25 28 Mar,16h 5m,1 stop,No Info,4349.45
8398,Jet Airways,15/06/2024,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No Info,4826.3
8399,Jet Airways,1/04/2024,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,In-flight meal not included,4400.45
8400,SpiceJet,9/05/2024,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4h 55m,1 stop,No Info,5078.75
8401,IndiGo,03/03/2024,Banglore,New Delhi,BLR → DEL,00:40,03:25,2h 45m,non-stop,No Info,5831.0
8402,IndiGo,18/05/2024,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No Info,4083.4
8403,Multiple carriers,27/06/2024,Delhi,Cochin,DEL → BOM → COK,11:30,01:30 28 Jun,14h,1 stop,No Info,11370.449999999999
8404,Air India,21/05/2024,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No Info,7116.2
8405,Multiple carriers,1/06/2024,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No Info,6743.05
8406,IndiGo,15/05/2024,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No Info,3441.65
8407,Air India,03/03/2024,Banglore,New Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No Info,9709.55
8408,Jet Airways,15/05/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 16 May,21h 25m,1 stop,In-flight meal not included,9217.4
8409,Jet Airways,21/03/2024,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 23 Mar,42h 45m,2 stops,No Info,10896.15
8410,SpiceJet,18/04/2024,Banglore,Delhi,BLR → DEL,21:10,00:05 19 Apr,2h 55m,non-stop,No Info,4777.849999999999
8411,Air India,9/05/2024,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No Info,4443.8
8412,Jet Airways,27/03/2024,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,19:45 28 Mar,38h 20m,2 stops,In-flight meal not included,7865.9
8413,IndiGo,1/05/2024,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No Info,3733.2
8414,Jet Airways,21/03/2024,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No Info,6834.0
8415,Air Asia,27/04/2024,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No Info,3810.5499999999997
8416,Air India,3/03/2024,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25 04 Mar,23h 40m,2 stops,No Info,10846.0
8417,Jet Airways,15/05/2024,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No Info,6144.65
8418,Vistara,24/04/2024,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No Info,4592.55
8419,Air India,21/03/2024,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1 stop,No Info,6743.9
8420,GoAir,15/05/2024,Kolkata,Banglore,CCU → BOM → BLR,23:30,07:45 16 May,8h 15m,1 stop,No Info,5903.25
8421,SpiceJet,6/04/2024,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No Info,3759.5499999999997
8422,Jet Airways,15/03/2024,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,non-stop,No Info,6834.0
8423,Jet Airways,9/05/2024,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,In-flight meal not included,9689.15
8424,Jet Airways,21/04/2024,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,6121.7
8425,Multiple carriers,9/05/2024,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No Info,11667.949999999999
8426,SpiceJet,24/06/2024,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4h 55m,1 stop,No Info,4213.45
8427,Jet Airways,3/06/2024,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,In-flight meal not included,8722.699999999999
8428,SpiceJet,3/04/2024,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No Info,1714.45
8429,Jet Airways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,18:15,04:25 28 Mar,10h 10m,1 stop,No Info,10405.699999999999
